calendar_month,realized_cpr,realized_smm,vintage_year,market_mortgage_rate_30y,rate_regime
2006-02-01,0.0,0.0,2006,6.2525,High Market Rate
2006-03-01,0.02780949,0.00234753,2006,6.324,High Market Rate
2006-04-01,0.03410669,0.00288765,2006,6.5075,High Market Rate
2006-05-01,0.02744498,0.00231637,2006,6.5975,High Market Rate
2006-06-01,0.04200909,0.00357003,2006,6.6819999999999995,High Market Rate
2006-07-01,0.03903713,0.00331279,2006,6.7625,High Market Rate
2006-08-01,0.04494682,0.00382502,2006,6.523999999999999,High Market Rate
2006-09-01,0.05467557,0.00467463,2006,6.4025,High Market Rate
2006-10-01,0.08758941,0.00760966,2006,6.3575,High Market Rate
2006-11-01,0.09574752,0.00835215,2006,6.24,High Market Rate
2006-12-01,0.11593473,0.01021616,2006,6.135,Mid Market Rate
2007-01-01,0.09315221,0.00811528,2006,6.2175,High Market Rate
2007-02-01,0.07433573,0.0064163,2006,6.285,High Market Rate
2007-03-01,0.10156365,0.00888524,2006,6.156000000000001,Mid Market Rate
2007-04-01,0.10756373,0.00943852,2006,6.18,High Market Rate
2007-05-01,0.10328331,0.00904347,2006,6.2620000000000005,High Market Rate
2007-06-01,0.08899094,0.00773679,2006,6.657500000000001,High Market Rate
2007-07-01,0.08028197,0.00694975,2006,6.695,High Market Rate
2007-08-01,0.08051248,0.00697049,2006,6.572,High Market Rate
2007-09-01,0.05684065,0.0048648,2006,6.3825,High Market Rate
2007-10-01,0.0798029,0.00690665,2006,6.375,High Market Rate
2007-11-01,0.06935159,0.00597158,2006,6.208,High Market Rate
2007-12-01,0.10615856,0.00930864,2006,6.095,Mid Market Rate
2008-01-01,0.13727459,0.01222951,2006,5.758,Mid Market Rate
2008-02-01,0.24476354,0.02312219,2006,5.9175,Mid Market Rate
2008-03-01,0.23016912,0.02156283,2006,5.97,Mid Market Rate
2008-04-01,0.18351178,0.01675331,2006,5.9175,Mid Market Rate
2008-05-01,0.13494539,0.01200755,2006,6.036,Mid Market Rate
2008-06-01,0.11253662,0.00989967,2006,6.32,High Market Rate
2008-07-01,0.08829586,0.00767372,2006,6.425999999999999,High Market Rate
2008-08-01,0.06745454,0.00580288,2006,6.4775,High Market Rate
2008-09-01,0.0549652,0.00470005,2006,6.0375,Mid Market Rate
2008-10-01,0.0846449,0.00734317,2006,6.2,High Market Rate
2008-11-01,0.05037799,0.00429834,2006,6.0875,Mid Market Rate
2008-12-01,0.09631778,0.00840428,2006,5.286,Mid Market Rate
2009-01-01,0.21019402,0.01947192,2006,5.047499999999999,Mid Market Rate
2009-02-01,0.31045485,0.03050206,2006,5.13,Mid Market Rate
2009-03-01,0.31613296,0.03116986,2006,5.0025,Mid Market Rate
2009-04-01,0.3011152,0.0294145,2006,4.8100000000000005,Mid Market Rate
2009-05-01,0.2917547,0.0283378,2006,4.8575,Mid Market Rate
2009-06-01,0.31215437,0.03070141,2006,5.42,Mid Market Rate
2009-07-01,0.24429881,0.02307211,2006,5.2219999999999995,Mid Market Rate
2009-08-01,0.19810442,0.01822986,2006,5.1925,Mid Market Rate
2009-09-01,0.15782305,0.01421181,2006,5.0575,Mid Market Rate
2009-10-01,0.17032702,0.01543987,2006,4.952,Mid Market Rate
2009-11-01,0.18362745,0.01676492,2006,4.875,Mid Market Rate
2009-12-01,0.21658123,0.02013518,2006,4.93,Mid Market Rate
2010-01-01,0.17966848,0.01636845,2006,5.03,Mid Market Rate
2010-02-01,0.15738278,0.01416887,2006,4.99,Mid Market Rate
2010-03-01,0.18923221,0.01732922,2006,4.9675,Mid Market Rate
2010-04-01,0.17411188,0.01581494,2006,5.098000000000001,Mid Market Rate
2010-05-01,0.15120753,0.01356882,2006,4.8875,Mid Market Rate
2010-06-01,0.16896535,0.01530531,2006,4.7375,Mid Market Rate
2010-07-01,0.18692674,0.01709667,2006,4.564,Mid Market Rate
2010-08-01,0.21334668,0.01979868,2006,4.4275,Mid Market Rate
2010-09-01,0.2412677,0.02274617,2006,4.346,Mid Market Rate
2010-10-01,0.24217614,0.02284373,2006,4.225,Mid Market Rate
2010-11-01,0.26760415,0.02561896,2006,4.3,Mid Market Rate
2010-12-01,0.2785085,0.02683622,2006,4.714,Mid Market Rate
2011-01-01,0.20141229,0.01856799,2006,4.755,Mid Market Rate
2011-02-01,0.18275705,0.0166776,2006,4.9525,Mid Market Rate
2011-03-01,0.17783164,0.0161851,2006,4.836,Mid Market Rate
2011-04-01,0.1573827,0.01416886,2006,4.84,Mid Market Rate
2011-05-01,0.12341342,0.01091663,2006,4.6375,Mid Market Rate
2011-06-01,0.15061238,0.0135112,2006,4.51,Mid Market Rate
2011-07-01,0.13564195,0.01207387,2006,4.545,Mid Market Rate
2011-08-01,0.1694503,0.01535321,2006,4.27,Mid Market Rate
2011-09-01,0.13890966,0.01238565,2006,4.106,Mid Market Rate
2011-10-01,0.15862727,0.01429029,2006,4.0675,Mid Market Rate
2011-11-01,0.16316317,0.01473422,2006,3.9925,Low Market Rate
2011-12-01,0.17183345,0.01558896,2006,3.958,Low Market Rate
2012-01-01,0.15643451,0.01407647,2006,3.915,Low Market Rate
2012-02-01,0.1932326,0.01773419,2006,3.89,Low Market Rate
2012-03-01,0.23779568,0.02237428,2006,3.954,Low Market Rate
2012-04-01,0.27065058,0.02595736,2006,3.91,Low Market Rate
2012-05-01,0.30423551,0.02977635,2006,3.798,Low Market Rate
2012-06-01,0.28013565,0.02701931,2006,3.675,Low Market Rate
2012-07-01,0.26627123,0.02547131,2006,3.55,Low Market Rate
2012-08-01,0.29133711,0.02829007,2006,3.601999999999999,Low Market Rate
2012-09-01,0.2499493,0.02368292,2006,3.4975,Low Market Rate
2012-10-01,0.27515958,0.0264606,2006,3.3825000000000003,Low Market Rate
2012-11-01,0.26034552,0.02481786,2006,3.351999999999999,Low Market Rate
2012-12-01,0.25541002,0.02427725,2006,3.345,Low Market Rate
2013-01-01,0.24528417,0.02317832,2006,3.414,Low Market Rate
2013-02-01,0.26898937,0.02577267,2006,3.5325,Low Market Rate
2013-03-01,0.25558177,0.024296,2006,3.565,Low Market Rate
2013-04-01,0.31892297,0.03149986,2006,3.4450000000000003,Low Market Rate
2013-05-01,0.28007335,0.02701229,2006,3.536,Low Market Rate
2013-06-01,0.26977472,0.02585994,2006,4.07,Mid Market Rate
2013-07-01,0.31051122,0.03050866,2006,4.37,Mid Market Rate
2013-08-01,0.30938444,0.03037673,2006,4.456,Mid Market Rate
2013-09-01,0.24541283,0.0231922,2006,4.49,Mid Market Rate
2013-10-01,0.23548306,0.02212744,2006,4.192,Mid Market Rate
2013-11-01,0.22414425,0.02092698,2006,4.255,Mid Market Rate
2013-12-01,0.1845069,0.01685323,2006,4.4575,Mid Market Rate
2014-01-01,0.17590213,0.0159929,2006,4.432,Mid Market Rate
2014-02-01,0.15512118,0.01394864,2006,4.3025,Mid Market Rate
2014-03-01,0.14306034,0.01278324,2006,4.3425,Mid Market Rate
2014-04-01,0.13692224,0.01219589,2006,4.3375,Mid Market Rate
2014-05-01,0.15060692,0.01351067,2006,4.192,Mid Market Rate
2014-06-01,0.12478493,0.01104568,2006,4.1625,Mid Market Rate
2014-07-01,0.14664772,0.0131283,2006,4.13,Mid Market Rate
2014-08-01,0.16221884,0.01464162,2006,4.115,Mid Market Rate
2014-09-01,0.13093873,0.01162702,2006,4.1625,Mid Market Rate
2014-10-01,0.13816516,0.01231452,2006,4.036,Mid Market Rate
2014-11-01,0.12933728,0.01147537,2006,3.9975,Low Market Rate
2014-12-01,0.1431388,0.01279077,2006,3.864,Low Market Rate
2015-01-01,0.12299872,0.01087764,2006,3.67,Low Market Rate
2015-02-01,0.12475533,0.01104289,2006,3.71,Low Market Rate
2015-03-01,0.16407645,0.01482387,2006,3.77,Low Market Rate
2015-04-01,0.15692164,0.01412392,2006,3.672,Low Market Rate
2015-05-01,0.1525629,0.01370017,2006,3.84,Low Market Rate
2015-06-01,0.14564165,0.01303139,2006,3.9825,Low Market Rate
2015-07-01,0.15097902,0.01354669,2006,4.046,Mid Market Rate
2015-08-01,0.13376465,0.01189524,2006,3.905,Low Market Rate
2015-09-01,0.14060093,0.01254744,2006,3.89,Low Market Rate
2015-10-01,0.15034189,0.01348502,2006,3.796,Low Market Rate
2015-11-01,0.10445219,0.00915118,2006,3.9425,Low Market Rate
2015-12-01,0.11344728,0.00998438,2006,3.964,Low Market Rate
2016-01-01,0.10231721,0.00895454,2006,3.8725,Low Market Rate
2016-02-01,0.11235284,0.00988259,2006,3.66,Low Market Rate
2016-03-01,0.16551632,0.0149654,2006,3.694,Low Market Rate
2016-04-01,0.12099456,0.01068947,2006,3.605,Low Market Rate
2016-05-01,0.1422933,0.01270963,2006,3.6,Low Market Rate
2016-06-01,0.1059322,0.00928774,2006,3.568,Low Market Rate
2016-07-01,0.12468083,0.01103588,2006,3.44,Low Market Rate
2016-08-01,0.11932607,0.01053312,2006,3.435,Low Market Rate
2016-09-01,0.15214057,0.01365922,2006,3.46,Low Market Rate
2016-10-01,0.16896294,0.01530508,2006,3.47,Low Market Rate
2016-11-01,0.12144395,0.01073163,2006,3.77,Low Market Rate
2016-12-01,0.14302532,0.01277988,2006,4.198,Mid Market Rate
2017-01-01,0.11687247,0.01030369,2006,4.15,Mid Market Rate
2017-02-01,0.1322359,0.01175004,2006,4.1675,Mid Market Rate
2017-03-01,0.16085935,0.01450847,2006,4.196,Mid Market Rate
2017-04-01,0.08910085,0.00774676,2006,4.045,Mid Market Rate
2017-05-01,0.08651242,0.0075121,2006,4.01,Mid Market Rate
2017-06-01,0.12346655,0.01092162,2006,3.904,Low Market Rate
2017-07-01,0.10281492,0.00900034,2006,3.9675,Low Market Rate
2017-08-01,0.12252475,0.01083311,2006,3.88,Low Market Rate
2017-09-01,0.12284962,0.01086363,2006,3.805,Low Market Rate
2017-10-01,0.13700029,0.01220334,2006,3.895,Low Market Rate
2017-11-01,0.12434926,0.01100466,2006,3.922,Low Market Rate
2017-12-01,0.14816292,0.01327444,2006,3.95,Low Market Rate
2018-01-01,0.08401207,0.007286,2006,4.032500000000001,Mid Market Rate
2018-02-01,0.06846513,0.00589271,2006,4.33,Mid Market Rate
2018-03-01,0.09833758,0.00858916,2006,4.444,Mid Market Rate
2018-04-01,0.09972479,0.00871635,2006,4.4675,Mid Market Rate
2018-05-01,0.11396443,0.01003252,2006,4.586,Mid Market Rate
2018-06-01,0.08157056,0.00706577,2006,4.57,Mid Market Rate
2018-07-01,0.10815288,0.00949303,2006,4.5275,Mid Market Rate
2018-08-01,0.11845716,0.0104518,2006,4.55,Mid Market Rate
2018-09-01,0.09259444,0.00806446,2006,4.6274999999999995,Mid Market Rate
2018-10-01,0.08587861,0.00745473,2006,4.83,Mid Market Rate
2018-11-01,0.10651801,0.00934185,2006,4.866,Mid Market Rate
2018-12-01,0.08245103,0.00714513,2006,4.6375,Mid Market Rate
2019-01-01,0.09728445,0.00849271,2006,4.464,Mid Market Rate
2019-02-01,0.07689264,0.0066453,2006,4.37,Mid Market Rate
2019-03-01,0.09202497,0.00801259,2006,4.265,Mid Market Rate
2019-04-01,0.08435989,0.00731742,2006,4.1425,Mid Market Rate
2019-05-01,0.09183999,0.00799575,2006,4.072,Mid Market Rate
2019-06-01,0.07343284,0.00633557,2006,3.8025,Low Market Rate
2019-07-01,0.08996019,0.0078248,2006,3.765,Low Market Rate
2019-08-01,0.08826911,0.00767129,2006,3.616,Low Market Rate
2019-09-01,0.0837172,0.00725937,2006,3.605,Low Market Rate
2019-10-01,0.12278006,0.01085709,2006,3.688,Low Market Rate
2019-11-01,0.07239723,0.00624307,2006,3.695,Low Market Rate
2019-12-01,0.07864001,0.00680213,2006,3.72,Low Market Rate
2020-01-01,0.09796311,0.00855485,2006,3.624,Low Market Rate
2020-02-01,0.09856198,0.00860972,2006,3.4650000000000003,Low Market Rate
2020-03-01,0.06313213,0.00541968,2006,3.45,Low Market Rate
2020-04-01,0.14886856,0.01334258,2006,3.306,Low Market Rate
2020-05-01,0.0629438,0.00540302,2006,3.2325,Low Market Rate
2020-06-01,0.12098973,0.01068902,2006,3.1625,Low Market Rate
2020-07-01,0.10602127,0.00929596,2006,3.016,Low Market Rate
2020-08-01,0.086336,0.00749613,2006,2.935,Low Market Rate
2020-09-01,0.16541884,0.01495581,2006,2.89,Low Market Rate
2020-10-01,0.15155565,0.01360254,2006,2.834,Low Market Rate
2020-11-01,0.1390303,0.01239718,2006,2.765,Low Market Rate
2020-12-01,0.18308971,0.01671096,2006,2.684,Low Market Rate
2021-01-01,0.12546739,0.01110996,2006,2.735,Low Market Rate
2021-02-01,0.11672172,0.01028961,2006,2.81,Low Market Rate
2021-03-01,0.17530294,0.0159333,2006,3.0825,Low Market Rate
2021-04-01,0.14124878,0.01260949,2006,3.06,Low Market Rate
2021-05-01,0.23808862,0.0224056,2006,2.9625,Low Market Rate
2021-06-01,0.17860516,0.01626226,2006,2.975,Low Market Rate
2021-07-01,0.2105023,0.01950382,2006,2.868,Low Market Rate
2021-08-01,0.236632,0.02224999,2006,2.8425,Low Market Rate
2021-09-01,0.23393287,0.02196236,2006,2.9,Low Market Rate
2021-10-01,0.11730987,0.01034455,2006,3.0675,Low Market Rate
2021-11-01,0.16095068,0.01451741,2006,3.0675,Low Market Rate
2021-12-01,0.13140979,0.01167167,2006,3.098,Low Market Rate
2022-01-01,0.09860949,0.00861408,2006,3.4450000000000003,Low Market Rate
2022-02-01,0.16571299,0.01498474,2006,3.7625,Low Market Rate
2022-03-01,0.22961069,0.0215037,2006,4.172,Mid Market Rate
2022-04-01,0.1886457,0.01727,2006,4.9825,Mid Market Rate
2022-05-01,0.1475571,0.01321598,2006,5.2299999999999995,Mid Market Rate
2022-06-01,0.1099933,0.00966353,2006,5.522,Mid Market Rate
2022-07-01,0.07465797,0.00644513,2006,5.4125,Mid Market Rate
2022-08-01,0.03691587,0.00312963,2006,5.2225,Mid Market Rate
2022-09-01,0.07359666,0.00635022,2006,6.112,Mid Market Rate
2022-10-01,0.02438286,0.00205497,2006,6.9,High Market Rate
2022-11-01,0.06740341,0.00579834,2006,6.805,High Market Rate
2022-12-01,0.05258912,0.00449175,2006,6.364,High Market Rate
2023-01-01,0.06147484,0.00527318,2006,6.2725,High Market Rate
2023-02-01,0.07295572,0.00629295,2006,6.2575,High Market Rate
2023-03-01,0.05544235,0.00474193,2006,6.544,High Market Rate
2023-04-01,0.03478856,0.00294633,2006,6.342499999999999,High Market Rate
2023-05-01,0.09815757,0.00857267,2006,6.425,High Market Rate
2023-06-01,0.0932829,0.00812719,2006,6.714,High Market Rate
2023-07-01,0.11568801,0.01019314,2006,6.84,High Market Rate
2023-08-01,0.05593379,0.0047851,2006,7.072,High Market Rate
2023-09-01,0.05883989,0.00504075,2006,7.2,High Market Rate
2023-10-01,0.07981525,0.00690777,2006,7.62,High Market Rate
2023-11-01,0.0612351,0.00525201,2006,7.442,High Market Rate
2023-12-01,0.03088755,0.00261114,2006,6.815,High Market Rate
2024-01-01,0.04902686,0.00418036,2006,6.6425,High Market Rate
2024-02-01,0.04225934,0.00359172,2006,6.776000000000001,High Market Rate
2024-03-01,0.09974401,0.00871812,2006,6.82,High Market Rate
2024-04-01,0.04274814,0.00363411,2006,6.9925,High Market Rate
2024-05-01,0.09273614,0.00807736,2006,7.06,High Market Rate
2024-06-01,0.08677909,0.00753625,2006,6.9175,High Market Rate
2024-07-01,0.02998981,0.00253418,2006,6.8475,High Market Rate
2024-08-01,0.12174157,0.01075956,2006,6.5,High Market Rate
2024-09-01,0.08338019,0.00722895,2006,6.18,High Market Rate
2024-10-01,0.07520338,0.00649394,2006,6.428,High Market Rate
2024-11-01,0.01985976,0.00167024,2006,6.805,High Market Rate
2024-12-01,0.03806147,0.0032285,2006,6.715,High Market Rate
2025-01-01,0.06503143,0.00558786,2006,6.958,High Market Rate
2025-02-01,0.01949229,0.00163905,2006,6.842499999999999,High Market Rate
2025-03-01,0.10199289,0.00892471,2006,6.65,High Market Rate
2025-04-01,0.10402248,0.00911157,2006,6.725,High Market Rate
2025-05-01,0.04652481,0.00396229,2006,6.816,High Market Rate
2025-06-01,0.07688339,0.00664447,2006,6.8175,High Market Rate
2025-07-01,0.03617596,0.00306584,2006,6.720000000000001,High Market Rate
2025-08-01,0.05103121,0.00435543,2006,6.5875,High Market Rate
2025-09-01,0.040175,0.00341119,2006,6.3525,High Market Rate
2025-10-01,0.02166371,0.00182349,2006,6.254,High Market Rate
2025-11-01,0.03858126,0.0032734,2006,6.2375,High Market Rate
2025-12-01,0.020992,0.00176639,2006,6.1899999999999995,High Market Rate
2026-01-01,0.05481311,0.0046867,2006,6.1025,Mid Market Rate
2026-02-01,0.01616681,0.00135732,2006,6.0475,Mid Market Rate
2026-03-01,0.02624825,0.00221412,2006,6.1775,Mid Market Rate
2007-01-01,0.0,0.0,2007,6.2175,High Market Rate
2007-02-01,0.0,0.0,2007,6.285,High Market Rate
2007-03-01,0.04039442,0.00343018,2007,6.156000000000001,Mid Market Rate
2007-04-01,0.04121499,0.00350122,2007,6.18,High Market Rate
2007-05-01,0.03421161,0.00289667,2007,6.2620000000000005,High Market Rate
2007-06-01,0.03902774,0.00331198,2007,6.657500000000001,High Market Rate
2007-07-01,0.03806968,0.00322921,2007,6.695,High Market Rate
2007-08-01,0.0466553,0.00397365,2007,6.572,High Market Rate
2007-09-01,0.03916818,0.00332412,2007,6.3825,High Market Rate
2007-10-01,0.04643001,0.00395403,2007,6.375,High Market Rate
2007-11-01,0.05612802,0.00480216,2007,6.208,High Market Rate
2007-12-01,0.0865426,0.00751483,2007,6.095,Mid Market Rate
2008-01-01,0.11489253,0.01011897,2007,5.758,Mid Market Rate
2008-02-01,0.20698968,0.01914103,2007,5.9175,Mid Market Rate
2008-03-01,0.16720066,0.01513123,2007,5.97,Mid Market Rate
2008-04-01,0.15143218,0.01359057,2007,5.9175,Mid Market Rate
2008-05-01,0.0994419,0.0086904,2007,6.036,Mid Market Rate
2008-06-01,0.08241406,0.00714179,2007,6.32,High Market Rate
2008-07-01,0.06269668,0.00538116,2007,6.425999999999999,High Market Rate
2008-08-01,0.05246325,0.00448073,2007,6.4775,High Market Rate
2008-09-01,0.05102339,0.00435475,2007,6.0375,Mid Market Rate
2008-10-01,0.06951274,0.00598592,2007,6.2,High Market Rate
2008-11-01,0.04303575,0.00365906,2007,6.0875,Mid Market Rate
2008-12-01,0.09126033,0.007943,2007,5.286,Mid Market Rate
2009-01-01,0.20538111,0.01897538,2007,5.047499999999999,Mid Market Rate
2009-02-01,0.2931429,0.02849665,2007,5.13,Mid Market Rate
2009-03-01,0.26590634,0.02543093,2007,5.0025,Mid Market Rate
2009-04-01,0.27900612,0.02689217,2007,4.8100000000000005,Mid Market Rate
2009-05-01,0.29201267,0.0283673,2007,4.8575,Mid Market Rate
2009-06-01,0.28244622,0.02727994,2007,5.42,Mid Market Rate
2009-07-01,0.24088867,0.0227055,2007,5.2219999999999995,Mid Market Rate
2009-08-01,0.1690305,0.01531175,2007,5.1925,Mid Market Rate
2009-09-01,0.15043225,0.01349376,2007,5.0575,Mid Market Rate
2009-10-01,0.16218415,0.01463822,2007,4.952,Mid Market Rate
2009-11-01,0.1955128,0.01796584,2007,4.875,Mid Market Rate
2009-12-01,0.19673725,0.01809048,2007,4.93,Mid Market Rate
2010-01-01,0.1675037,0.0151611,2007,5.03,Mid Market Rate
2010-02-01,0.16720202,0.01513137,2007,4.99,Mid Market Rate
2010-03-01,0.17570448,0.01597323,2007,4.9675,Mid Market Rate
2010-04-01,0.15808612,0.01423747,2007,5.098000000000001,Mid Market Rate
2010-05-01,0.14505449,0.01297489,2007,4.8875,Mid Market Rate
2010-06-01,0.1788742,0.01628912,2007,4.7375,Mid Market Rate
2010-07-01,0.18760859,0.01716539,2007,4.564,Mid Market Rate
2010-08-01,0.23019389,0.02156545,2007,4.4275,Mid Market Rate
2010-09-01,0.23760756,0.02235418,2007,4.346,Mid Market Rate
2010-10-01,0.24117765,0.02273651,2007,4.225,Mid Market Rate
2010-11-01,0.26941371,0.02581981,2007,4.3,Mid Market Rate
2010-12-01,0.24161295,0.02278324,2007,4.714,Mid Market Rate
2011-01-01,0.2245632,0.02097105,2007,4.755,Mid Market Rate
2011-02-01,0.18148008,0.01654965,2007,4.9525,Mid Market Rate
2011-03-01,0.16254477,0.01467357,2007,4.836,Mid Market Rate
2011-04-01,0.12424685,0.01099503,2007,4.84,Mid Market Rate
2011-05-01,0.12839681,0.01138643,2007,4.6375,Mid Market Rate
2011-06-01,0.13653398,0.01215887,2007,4.51,Mid Market Rate
2011-07-01,0.13901458,0.01239568,2007,4.545,Mid Market Rate
2011-08-01,0.15244737,0.01368897,2007,4.27,Mid Market Rate
2011-09-01,0.13576934,0.012086,2007,4.106,Mid Market Rate
2011-10-01,0.16620438,0.0150331,2007,4.0675,Mid Market Rate
2011-11-01,0.16120723,0.01454252,2007,3.9925,Low Market Rate
2011-12-01,0.17334159,0.01573848,2007,3.958,Low Market Rate
2012-01-01,0.14647272,0.01311143,2007,3.915,Low Market Rate
2012-02-01,0.1805983,0.01646141,2007,3.89,Low Market Rate
2012-03-01,0.22342207,0.02085107,2007,3.954,Low Market Rate
2012-04-01,0.249568,0.02364157,2007,3.91,Low Market Rate
2012-05-01,0.28615826,0.02770028,2007,3.798,Low Market Rate
2012-06-01,0.28815887,0.02792765,2007,3.675,Low Market Rate
2012-07-01,0.26295966,0.02510553,2007,3.55,Low Market Rate
2012-08-01,0.29626241,0.02885466,2007,3.601999999999999,Low Market Rate
2012-09-01,0.25558845,0.02429673,2007,3.4975,Low Market Rate
2012-10-01,0.28813852,0.02792534,2007,3.3825000000000003,Low Market Rate
2012-11-01,0.25818076,0.02458033,2007,3.351999999999999,Low Market Rate
2012-12-01,0.26669998,0.02551878,2007,3.345,Low Market Rate
2013-01-01,0.29581789,0.02880356,2007,3.414,Low Market Rate
2013-02-01,0.29392396,0.02858615,2007,3.5325,Low Market Rate
2013-03-01,0.32692666,0.03245346,2007,3.565,Low Market Rate
2013-04-01,0.34934654,0.03518108,2007,3.4450000000000003,Low Market Rate
2013-05-01,0.32418257,0.03212535,2007,3.536,Low Market Rate
2013-06-01,0.29752752,0.02900027,2007,4.07,Mid Market Rate
2013-07-01,0.34969626,0.0352243,2007,4.37,Mid Market Rate
2013-08-01,0.30735966,0.03014015,2007,4.456,Mid Market Rate
2013-09-01,0.23382454,0.02195084,2007,4.49,Mid Market Rate
2013-10-01,0.22131697,0.02063016,2007,4.192,Mid Market Rate
2013-11-01,0.18825201,0.01723028,2007,4.255,Mid Market Rate
2013-12-01,0.19834666,0.01825458,2007,4.4575,Mid Market Rate
2014-01-01,0.15923952,0.01435008,2007,4.432,Mid Market Rate
2014-02-01,0.13266861,0.01179111,2007,4.3025,Mid Market Rate
2014-03-01,0.14895416,0.01335085,2007,4.3425,Mid Market Rate
2014-04-01,0.15217226,0.0136623,2007,4.3375,Mid Market Rate
2014-05-01,0.14382306,0.01285649,2007,4.192,Mid Market Rate
2014-06-01,0.16938889,0.01534714,2007,4.1625,Mid Market Rate
2014-07-01,0.12769501,0.01132012,2007,4.13,Mid Market Rate
2014-08-01,0.16136328,0.0145578,2007,4.115,Mid Market Rate
2014-09-01,0.11781308,0.01039157,2007,4.1625,Mid Market Rate
2014-10-01,0.14778445,0.01323791,2007,4.036,Mid Market Rate
2014-11-01,0.10471668,0.00917557,2007,3.9975,Low Market Rate
2014-12-01,0.15812927,0.01424168,2007,3.864,Low Market Rate
2015-01-01,0.11208645,0.00985783,2007,3.67,Low Market Rate
2015-02-01,0.11385355,0.01002219,2007,3.71,Low Market Rate
2015-03-01,0.13984262,0.01247486,2007,3.77,Low Market Rate
2015-04-01,0.15277002,0.01372027,2007,3.672,Low Market Rate
2015-05-01,0.15589081,0.01402353,2007,3.84,Low Market Rate
2015-06-01,0.18014062,0.01641564,2007,3.9825,Low Market Rate
2015-07-01,0.13076917,0.01161095,2007,4.046,Mid Market Rate
2015-08-01,0.17278214,0.01568299,2007,3.905,Low Market Rate
2015-09-01,0.13488235,0.01200155,2007,3.89,Low Market Rate
2015-10-01,0.15852229,0.01428004,2007,3.796,Low Market Rate
2015-11-01,0.13257772,0.01178248,2007,3.9425,Low Market Rate
2015-12-01,0.13975267,0.01246626,2007,3.964,Low Market Rate
2016-01-01,0.09852727,0.00860654,2007,3.8725,Low Market Rate
2016-02-01,0.1124302,0.00988978,2007,3.66,Low Market Rate
2016-03-01,0.13179938,0.01170862,2007,3.694,Low Market Rate
2016-04-01,0.12398602,0.01097048,2007,3.605,Low Market Rate
2016-05-01,0.11905002,0.01050728,2007,3.6,Low Market Rate
2016-06-01,0.12975754,0.01151514,2007,3.568,Low Market Rate
2016-07-01,0.14949979,0.01340358,2007,3.44,Low Market Rate
2016-08-01,0.13237391,0.01176314,2007,3.435,Low Market Rate
2016-09-01,0.13567055,0.01207659,2007,3.46,Low Market Rate
2016-10-01,0.13167166,0.01169651,2007,3.47,Low Market Rate
2016-11-01,0.15490616,0.01392773,2007,3.77,Low Market Rate
2016-12-01,0.15516701,0.0139531,2007,4.198,Mid Market Rate
2017-01-01,0.13282783,0.01180623,2007,4.15,Mid Market Rate
2017-02-01,0.09428481,0.00821857,2007,4.1675,Mid Market Rate
2017-03-01,0.13819854,0.01231771,2007,4.196,Mid Market Rate
2017-04-01,0.12137983,0.01072562,2007,4.045,Mid Market Rate
2017-05-01,0.13747016,0.01224817,2007,4.01,Mid Market Rate
